X坐标	Y坐标	怪物数据编号	怪物掉落编号	怪物行为编号	分组编号	是否队长
x	y	monsterID	plunderID	behaviorID	groupID	isLeader
34	40	64010014	74010014	80010014	0	0
15	21	63010325	73010325	83010325	0	0
17	21	63010325	73010325	83010325	0	0
16	23	63010325	73010325	83010325	0	0
20	19	63010325	73010325	83010325	0	0
24	22	63010325	73010325	83010325	0	0
21	23	63010325	73010325	83010325	0	0
23	19	63010325	73010325	83010325	0	0
19	21	63020005	73020005	83020005	0	0
22	26	63010325	73010325	83010325	0	0
16	24	63010325	73010325	83010325	0	0
18	24	63010325	73010325	83010325	0	0
16	29	63010325	73010325	83010325	0	0
17	26	63010325	73010325	83010325	0	0
22	28	63010325	73010325	83010325	0	0
19	28	63010325	73010325	83010325	0	0
18	29	63010325	73010325	83010325	0	0
24	30	63010325	73010325	83010325	0	0
21	30	63010325	73010325	83010325	0	0
19	31	63010325	73010325	83010325	0	0
16	31	63010325	73010325	83010325	0	0
14	32	63010325	73010325	83010325	0	0
17	34	63010325	73010325	83010325	0	0
20	35	63010325	73010325	83010325	0	0
23	32	63010325	73010325	83010325	0	0
20	32	63010325	73010325	83010325	0	0
23	35	63010325	73010325	83010325	0	0
19	37	63010325	73010325	83010325	0	0
20	41	63010325	73010325	83010325	0	0
20	44	63010325	73010325	83010325	0	0
20	48	63010325	73010325	83010325	0	0
19	52	63010325	73010325	83010325	0	0
23	53	63010325	73010325	83010325	0	0
25	56	63010325	73010325	83010325	0	0
22	56	63010325	73010325	83010325	0	0
21	54	63010325	73010325	83010325	0	0
19	54	63010325	73010325	83010325	0	0
16	56	63010325	73010325	83010325	0	0
13	56	63010325	73010325	83010325	0	0
14	58	63010325	73010325	83010325	0	0
13	60	63010325	73010325	83010325	0	0
15	62	63010325	73010325	83010325	0	0
16	59	63010325	73010325	83010325	0	0
18	60	63010325	73010325	83010325	0	0
18	63	63010325	73010325	83010325	0	0
21	60	63010325	73010325	83010325	0	0
19	57	63010325	73010325	83010325	0	0
24	58	63010325	73010325	83010325	0	0
24	61	63010325	73010325	83010325	0	0
22	63	63010325	73010325	83010325	0	0
28	60	63010325	73010325	83010325	0	0
27	62	63010325	73010325	83010325	0	0
31	62	63010325	73010325	83010325	0	0
33	60	63010325	73010325	83010325	0	0
34	63	63010325	73010325	83010325	0	0
36	61	63010325	73010325	83010325	0	0
37	63	63010325	73010325	83010325	0	0
39	61	63010325	73010325	83010325	0	0
41	62	63010325	73010325	83010325	0	0
44	62	63010325	73010325	83010325	0	0
47	63	63010325	73010325	83010325	0	0
46	61	63010325	73010325	83010325	0	0
44	58	63010325	73010325	83010325	0	0
42	58	63010325	73010325	83010325	0	0
41	55	63010325	73010325	83010325	0	0
44	55	63010325	73010325	83010325	0	0
47	57	63010325	73010325	83010325	0	0
47	50	63010325	73010325	83010325	0	0
47	46	63010325	73010325	83010325	0	0
47	43	63010325	73010325	83010325	0	0
41	42	63010325	73010325	83010325	0	0
38	42	63010325	73010325	83010325	0	0
35	42	63010325	73010325	83010325	0	0
36	39	63010325	73010325	83010325	0	0
37	37	63010325	73010325	83010325	0	0
33	40	63010325	73010325	83010325	0	0
47	39	63010325	73010325	83010325	0	0
47	35	63010325	73010325	83010325	0	0
47	31	63010325	73010325	83010325	0	0
47	26	63010325	73010325	83010325	0	0
47	21	63010325	73010325	83010325	0	0
46	17	63010325	73010325	83010325	0	0
44	19	63010325	73010325	83010325	0	0
42	17	63010325	73010325	83010325	0	0
40	19	63010325	73010325	83010325	0	0
38	17	63010325	73010325	83010325	0	0
36	18	63010325	73010325	83010325	0	0
36	20	63010325	73010325	83010325	0	0
38	19	63010325	73010325	83010325	0	0
38	22	63010325	73010325	83010325	0	0
36	23	63010325	73010325	83010325	0	0
35	24	63010325	73010325	83010325	0	0
39	25	63010325	73010325	83010325	0	0
38	24	63010325	73010325	83010325	0	0
