X坐标	Y坐标	怪物数据编号	怪物掉落编号	怪物行为编号	分组编号	是否队长
x	y	monsterID	plunderID	behaviorID	groupID	isLeader
16	21	60000019	70000019	80000010	0	0
14	27	60000019	70000019	80000010	0	0
18	24	60000019	70000019	80000010	0	0
22	20	60000019	70000019	80000010	0	0
20	28	60000019	70000019	80000010	0	0
20	35	60000019	70000019	80000010	0	0
25	32	60000019	70000019	80000010	0	0
29	36	60000019	70000019	80000010	0	0
21	40	60000019	70000019	80000010	0	0
26	40	60000019	70000019	80000010	0	0
21	24	60000020	70000020	80000010	0	0
16	30	60000020	70000020	80000010	0	0
21	31	60000020	70000020	80000010	0	0
28	31	60000020	70000020	80000010	0	0
23	37	60000020	70000020	80000010	0	0
17	41	60000020	70000020	80000010	0	0
23	42	60000020	70000020	80000010	0	0
29	40	60000020	70000020	80000010	0	0
31	32	60000020	70000020	80000010	0	0
28	19	60000020	70000020	80000010	0	0
26	37	61000004	71000004	80000011	0	0
