X坐标	Y坐标	怪物数据编号	怪物掉落编号	怪物行为编号	分组编号	是否队长
x	y	monsterID	plunderID	behaviorID	groupID	isLeader
68	59	60000069	70000069	80000006	0	0
63	55	60000069	70000069	80000006	0	0
58	53	60000069	70000069	80000013	0	0
58	46	60000069	70000069	80000006	0	0
53	46	60000069	70000069	80000006	0	0
47	46	60000069	70000069	80000013	0	0
42	46	60000069	70000069	80000006	0	0
45	52	60000069	70000069	80000006	0	0
41	36	60000069	70000069	80000013	0	0
45	31	60000069	70000069	80000006	0	0
48	34	60000069	70000069	80000006	0	0
50	27	60000069	70000069	80000013	0	0
55	35	60000069	70000069	80000006	0	0
52	32	60000069	70000069	80000006	0	0
56	29	60000069	70000069	80000013	0	0
61	28	60000069	70000069	80000006	0	0
66	28	60000069	70000069	80000006	0	0
68	32	60000069	70000069	80000013	0	0
69	39	60000069	70000069	80000006	0	0
68	45	60000069	70000069	80000006	0	0
62	44	60000069	70000069	80000013	0	0
58	60	60000070	70000070	80000006	0	0
67	70	60000070	70000070	80000006	0	0
61	70	60000070	70000070	80000013	0	0
56	67	60000070	70000070	80000006	0	0
55	72	60000070	70000070	80000006	0	0
58	76	60000070	70000070	80000013	0	0
58	83	60000070	70000070	80000006	0	0
61	90	60000070	70000070	80000006	0	0
58	93	60000070	70000070	80000013	0	0
52	93	60000070	70000070	80000006	0	0
47	91	60000070	70000070	80000006	0	0
45	96	60000070	70000070	80000013	0	0
41	91	60000070	70000070	80000006	0	0
43	83	60000070	70000070	80000006	0	0
43	75	60000070	70000070	80000013	0	0
48	70	60000070	70000070	80000006	0	0
43	67	60000070	70000070	80000006	0	0
43	58	60000070	70000070	80000013	0	0
37	92	60000071	70000071	80000006	0	0
32	92	60000071	70000071	80000006	0	0
31	84	60000071	70000071	80000013	0	0
24	83	60000071	70000071	80000006	0	0
20	87	60000071	70000071	80000006	0	0
17	83	60000071	70000071	80000013	0	0
17	76	60000071	70000071	80000006	0	0
20	72	60000071	70000071	80000006	0	0
26	73	60000071	70000071	80000013	0	0
31	75	60000071	70000071	80000006	0	0
30	68	60000071	70000071	80000006	0	0
35	70	60000071	70000071	80000013	0	0
40	70	60000071	70000071	80000006	0	0
23	64	60000072	70000072	80000006	0	0
24	58	60000072	70000072	80000013	0	0
21	50	60000072	70000072	80000006	0	0
16	48	60000072	70000072	80000006	0	0
18	42	60000072	70000072	80000013	0	0
30	51	60000072	70000072	80000006	0	0
30	44	60000072	70000072	80000006	0	0
27	39	60000072	70000072	80000013	0	0
31	36	60000072	70000072	80000006	0	0
16	36	60000072	70000072	80000006	0	0
26	48	60000072	70000072	80000013	0	0
23	37	61000006	71000006	80000012	0	0
23	43	60000072	70000072	80000006	0	0
