X坐标	Y坐标	怪物数据编号	怪物掉落编号	怪物行为编号	分组编号	是否队长
x	y	monsterID	plunderID	behaviorID	groupID	isLeader
12	17	60000061	70000061	80000006	0	0
15	15	60000061	70000061	80000006	0	0
26	26	60000061	70000061	80000013	0	0
22	27	60000061	70000061	80000006	0	0
26	31	60000061	70000061	80000006	0	0
26	36	60000061	70000061	80000013	0	0
24	30	60000061	70000061	80000006	0	0
22	34	60000061	70000061	80000006	0	0
19	36	60000061	70000061	80000013	0	0
16	35	60000061	70000061	80000006	0	0
14	32	60000061	70000061	80000006	0	0
14	26	60000061	70000061	80000013	0	0
15	21	60000061	70000061	80000006	0	0
18	17	60000061	70000061	80000006	0	0
20	16	60000061	70000061	80000013	0	0
24	15	60000061	70000061	80000006	0	0
27	17	60000061	70000061	80000006	0	0
30	15	60000061	70000061	80000013	0	0
61	15	60000061	70000061	80000006	0	0
57	16	60000061	70000061	80000006	0	0
57	21	60000061	70000061	80000013	0	0
53	19	60000061	70000061	80000006	0	0
51	23	60000061	70000061	80000006	0	0
48	19	60000061	70000061	80000013	0	0
49	15	60000061	70000061	80000006	0	0
44	15	60000061	70000061	80000006	0	0
40	17	60000061	70000061	80000013	0	0
36	15	60000061	70000061	80000006	0	0
34	21	60000062	70000062	80000006	0	0
35	27	60000062	70000062	80000013	0	0
33	34	60000062	70000062	80000006	0	0
35	40	60000062	70000062	80000006	0	0
33	46	60000062	70000062	80000013	0	0
34	52	60000062	70000062	80000006	0	0
29	49	60000062	70000062	80000006	0	0
26	53	60000062	70000062	80000013	0	0
10	50	60000062	70000062	80000006	0	0
15	50	60000062	70000062	80000006	0	0
21	50	60000062	70000062	80000013	0	0
21	55	60000062	70000062	80000006	0	0
16	55	60000062	70000062	80000006	0	0
12	55	60000062	70000062	80000013	0	0
10	61	60000062	70000062	80000006	0	0
22	60	60000062	70000062	80000006	0	0
14	63	60000062	70000062	80000013	0	0
19	62	60000062	70000062	80000006	0	0
39	44	60000063	70000063	80000006	0	0
45	43	60000063	70000063	80000013	0	0
49	42	60000063	70000063	80000006	0	0
55	45	60000063	70000063	80000006	0	0
44	51	60000063	70000063	80000013	0	0
45	57	60000063	70000063	80000006	0	0
40	66	60000063	70000063	80000006	0	0
45	68	60000063	70000063	80000013	0	0
44	76	60000063	70000063	80000006	0	0
45	84	60000063	70000063	80000006	0	0
39	84	60000063	70000063	80000013	0	0
12	79	60000063	70000063	80000006	0	0
16	77	60000063	70000063	80000006	0	0
14	82	60000063	70000063	80000013	0	0
18	81	60000063	70000063	80000006	0	0
22	84	60000063	70000063	80000006	0	0
22	78	60000063	70000063	80000013	0	0
27	79	60000063	70000063	80000006	0	0
26	84	60000063	70000063	80000006	0	0
33	84	60000063	70000063	80000013	0	0
16	59	61000004	71000004	80000007	0	0
54	79	61000004	71000004	80000012	0	0
54	56	60000063	70000063	80000006	0	0
58	57	60000063	70000063	80000006	0	0
53	59	60000063	70000063	80000013	0	0
58	62	60000063	70000063	80000006	0	0
54	63	60000063	70000063	80000006	0	0
59	83	60000063	70000063	80000013	0	0
53	75	60000063	70000063	80000006	0	0
53	83	60000063	70000063	80000006	0	0
58	78	60000063	70000063	80000013	0	0
56	80	60000063	70000063	80000006	0	0
56	59	60000063	70000063	80000006	0	0
45	64	60000063	70000063	80000013	0	0
19	56	60000062	70000062	80000006	0	0
19	52	60000062	70000062	80000006	0	0
14	52	60000062	70000062	80000006	0	0
13	57	60000062	70000062	80000006	0	0
16	61	60000062	70000062	80000006	0	0
22	64	60000062	70000062	80000006	0	0
11	64	60000062	70000062	80000006	0	0
23	52	60000062	70000062	80000006	0	0
10	54	60000062	70000062	80000006	0	0
19	58	60000062	70000062	80000006	0	0
