X坐标	Y坐标	怪物数据编号	怪物掉落编号	怪物行为编号	分组编号	是否队长
x	y	monsterID	plunderID	behaviorID	groupID	isLeader
18	23	60000154	70000054	80000006	0	0
20	20	60000154	70000054	80000006	0	0
16	27	60000154	70000054	80000013	0	0
21	28	60000154	70000054	80000006	0	0
22	23	60000154	70000054	80000006	0	0
19	33	60000154	70000054	80000013	0	0
19	38	60000154	70000054	80000006	0	0
31	39	60000154	70000054	80000006	0	0
25	39	60000154	70000054	80000013	0	0
14	63	60000155	70000055	80000006	0	0
15	52	60000155	70000055	80000006	0	0
23	52	60000155	70000055	80000013	0	0
23	56	60000155	70000055	80000006	0	0
15	57	60000155	70000055	80000006	0	0
24	62	60000155	70000055	80000013	0	0
19	45	60000155	70000055	80000006	0	0
19	52	60000155	70000055	80000006	0	0
18	63	60000155	70000055	80000013	0	0
17	54	60000155	70000055	80000006	0	0
17	58	60000155	70000055	80000006	0	0
13	53	60000155	70000055	80000006	0	0
16	61	60000155	70000055	80000006	0	0
22	63	60000155	70000055	80000006	0	0
22	60	60000155	70000055	80000006	0	0
20	59	60000155	70000055	80000006	0	0
21	53	60000155	70000055	80000006	0	0
19	48	60000155	70000055	80000006	0	0
