X坐标	Y坐标	怪物数据编号	怪物掉落编号	怪物行为编号	分组编号	是否队长
x	y	monsterID	plunderID	behaviorID	groupID	isLeader
19	19	63010104	73010104	80000005	0	0
15	28	63010104	73010104	80000005	0	0
23	27	63010104	73010104	80000005	0	0
26	21	63010104	73010104	80000005	0	0
20	34	63010104	73010104	80000005	0	0
13	40	63010104	73010104	80000005	0	0
16	49	63010104	73010104	80000005	0	0
21	43	63010104	73010104	80000005	0	0
50	72	63010104	73010104	80000005	0	0
32	35	63010104	73010104	80000005	0	0
27	47	63010104	73010104	80000005	0	0
33	44	63010104	73010104	80000005	0	0
22	54	63010104	73010104	80000005	0	0
15	57	63010104	73010104	80000005	0	0
20	63	63010104	73010104	80000005	0	0
13	65	63010104	73010104	80000005	0	0
27	59	63010104	73010104	80000005	0	0
33	53	63010104	73010104	80000005	0	0
32	66	63010104	73010104	80000005	0	0
26	69	63010104	73010104	80000005	0	0
18	71	63010104	73010104	80000005	0	0
15	79	63010104	73010104	80000005	0	0
28	78	63010104	73010104	80000005	0	0
34	74	63010104	73010104	80000005	0	0
32	25	63010104	73010104	80000005	0	0
37	18	63010104	73010104	80000005	0	0
39	25	63010104	73010104	80000005	0	0
46	21	63010104	73010104	80000005	0	0
40	34	63010104	73010104	80000005	0	0
53	19	63010104	73010104	80000005	0	0
60	22	63010104	73010104	80000005	0	0
46	28	63010104	73010104	80000005	0	0
54	27	63010104	73010104	80000005	0	0
62	33	63010104	73010104	80000005	0	0
55	35	63010104	73010104	80000005	0	0
48	37	63010104	73010104	80000005	0	0
61	40	63010104	73010104	80000005	0	0
42	44	63010104	73010104	80000005	0	0
53	44	63010104	73010104	80000005	0	0
59	51	63010104	73010104	80000005	0	0
41	51	63010104	73010104	80000005	0	0
50	53	63010104	73010104	80000005	0	0
42	64	63010104	73010104	80000005	0	0
48	60	63010104	73010104	80000005	0	0
57	60	63010104	73010104	80000005	0	0
41	71	63010104	73010104	80000005	0	0
42	78	63010104	73010104	80000005	0	0
56	68	63010104	73010104	80000005	0	0
36	60	63010109	73010109	80000024	0	0
