X坐标	Y坐标	怪物数据编号	怪物掉落编号	怪物行为编号	分组编号	是否队长
x	y	monsterID	plunderID	behaviorID	groupID	isLeader
11	85	60000032	70000032	80000005	0	0
8	80	60000032	70000032	80000005	0	0
13	79	60000032	70000032	80000013	0	0
16	82	60000032	70000032	80000005	0	0
16	88	60000032	70000032	80000005	0	0
20	85	60000032	70000032	80000013	0	0
22	80	60000032	70000032	80000005	0	0
18	76	60000032	70000032	80000005	0	0
21	72	60000032	70000032	80000013	0	0
16	70	60000032	70000032	80000005	0	0
10	74	60000032	70000032	80000005	0	0
11	69	60000032	70000032	80000013	0	0
12	50	60000032	70000032	80000005	0	0
15	53	60000032	70000032	80000005	0	0
17	57	60000032	70000032	80000013	0	0
22	54	60000032	70000032	80000005	0	0
18	49	60000032	70000032	80000005	0	0
23	47	60000032	70000032	80000013	0	0
11	41	60000032	70000032	80000005	0	0
16	42	60000032	70000032	80000005	0	0
21	42	60000033	70000033	80000013	0	0
14	37	60000033	70000033	80000005	0	0
9	34	60000033	70000033	80000005	0	0
12	31	60000033	70000033	80000013	0	0
18	36	60000033	70000033	80000005	0	0
27	40	60000033	70000033	80000005	0	0
23	37	60000033	70000033	80000013	0	0
28	34	60000033	70000033	80000005	0	0
9	27	60000033	70000033	80000005	0	0
12	24	60000033	70000033	80000013	0	0
11	18	60000033	70000033	80000005	0	0
15	15	60000033	70000033	80000005	0	0
16	20	60000033	70000033	80000013	0	0
19	18	60000033	70000033	80000005	0	0
16	28	60000033	70000033	80000005	0	0
19	23	60000033	70000033	80000013	0	0
23	20	60000033	70000033	80000005	0	0
28	20	60000033	70000033	80000005	0	0
21	29	60000033	70000033	80000013	0	0
26	29	60000033	70000033	80000005	0	0
28	25	60000033	70000033	80000005	0	0
34	27	60000033	70000033	80000013	0	0
36	20	60000033	70000033	80000005	0	0
39	14	60000033	70000033	80000005	0	0
45	15	60000033	70000033	80000013	0	0
41	20	60000033	70000033	80000005	0	0
46	20	60000033	70000033	80000005	0	0
40	25	60000033	70000033	80000013	0	0
39	30	60000033	70000033	80000005	0	0
35	34	60000033	70000033	80000005	0	0
39	35	60000033	70000033	80000013	0	0
44	33	60000033	70000033	80000005	0	0
44	27	60000033	70000033	80000005	0	0
48	25	60000033	70000033	80000013	0	0
49	17	60000033	70000033	80000005	0	0
51	21	60000034	70000034	80000005	0	0
55	17	60000034	70000034	80000013	0	0
58	12	60000034	70000034	80000005	0	0
55	22	60000034	70000034	80000005	0	0
59	17	60000034	70000034	80000013	0	0
62	21	60000034	70000034	80000005	0	0
60	25	60000034	70000034	80000005	0	0
55	27	60000034	70000034	80000013	0	0
51	28	60000034	70000034	80000005	0	0
64	28	60000034	70000034	80000005	0	0
64	35	60000034	70000034	80000013	0	0
60	31	60000034	70000034	80000005	0	0
56	33	60000034	70000034	80000005	0	0
51	34	60000034	70000034	80000013	0	0
48	36	60000034	70000034	80000005	0	0
35	39	60000034	70000034	80000005	0	0
41	38	60000034	70000034	80000013	0	0
44	41	60000034	70000034	80000005	0	0
39	44	60000034	70000034	80000005	0	0
43	47	60000034	70000034	80000013	0	0
50	42	60000034	70000034	80000005	0	0
54	38	60000034	70000034	80000005	0	0
60	38	60000034	70000034	80000013	0	0
66	41	60000034	70000034	80000005	0	0
63	44	60000034	70000034	80000005	0	0
58	43	60000034	70000034	80000013	0	0
56	50	60000034	70000034	80000005	0	0
61	49	60000034	70000034	80000005	0	0
67	51	60000034	70000034	80000013	0	0
50	48	60000034	70000034	80000005	0	0
46	51	60000034	70000034	80000005	0	0
39	50	60000034	70000034	80000013	0	0
51	53	60000034	70000034	80000005	0	0
42	54	60000034	70000034	80000005	0	0
34	53	60000034	70000034	80000013	0	0
37	56	60000034	70000034	80000005	0	0
32	58	60000035	70000035	80000005	0	0
34	64	60000035	70000035	80000013	0	0
38	62	60000035	70000035	80000005	0	0
50	89	60000035	70000035	80000005	0	0
45	89	60000035	70000035	80000013	0	0
41	92	60000035	70000035	80000005	0	0
38	86	60000035	70000035	80000005	0	0
43	84	60000035	70000035	80000013	0	0
55	91	60000035	70000035	80000005	0	0
59	88	60000035	70000035	80000005	0	0
64	86	60000035	70000035	80000013	0	0
64	80	60000035	70000035	80000005	0	0
59	81	60000035	70000035	80000005	0	0
67	75	60000035	70000035	80000013	0	0
61	74	60000035	70000035	80000005	0	0
66	70	60000035	70000035	80000005	0	0
65	63	60000035	70000035	80000013	0	0
63	56	60000035	70000035	80000005	0	0
69	59	60000035	70000035	80000005	0	0
59	60	60000035	70000035	80000013	0	0
53	58	60000035	70000035	80000005	0	0
48	55	60000035	70000035	80000005	0	0
45	58	60000035	70000035	80000013	0	0
48	61	60000035	70000035	80000005	0	0
42	64	60000035	70000035	80000005	0	0
47	66	60000035	70000035	80000013	0	0
56	63	60000035	70000035	80000005	0	0
51	65	60000035	70000035	80000005	0	0
58	69	60000035	70000035	80000013	0	0
55	83	60000035	70000035	80000005	0	0
50	83	60000035	70000035	80000005	0	0
46	79	60000035	70000035	80000013	0	0
53	78	60000035	70000035	80000005	0	0
56	74	60000035	70000035	80000005	0	0
50	71	60000035	70000035	80000013	0	0
34	81	60000035	70000035	80000005	0	0
37	78	60000035	70000035	80000005	0	0
42	76	60000035	70000035	80000013	0	0
33	73	60000035	70000035	80000005	0	0
39	71	60000035	70000035	80000005	0	0
37	67	60000035	70000035	80000013	0	0
45	69	60000035	70000035	80000005	0	0
46	63	60000035	70000035	80000013	0	0
48	64	60000035	70000035	80000013	0	0
49	68	60000035	70000035	80000013	0	0
47	71	60000035	70000035	80000013	0	0
44	66	60000035	70000035	80000013	0	0
51	68	60000035	70000035	80000013	0	0
52	72	60000035	70000035	80000013	0	0
51	60	60000035	70000035	80000013	0	0
44	61	60000035	70000035	80000013	0	0
50	74	60000035	70000035	80000013	0	0
45	72	60000035	70000035	80000013	0	0
52	62	60000035	70000035	80000013	0	0
13	82	64010007	74010007	80010007	0	0
