X坐标	Y坐标	怪物数据编号	怪物掉落编号	怪物行为编号	分组编号	是否队长
x	y	monsterID	plunderID	behaviorID	groupID	isLeader
60	75	60000077	70000077	80000006	0	0
62	78	60000077	70000077	80000006	0	0
56	76	60000077	70000077	80000013	0	0
50	76	60000077	70000077	80000006	0	0
48	81	60000077	70000077	80000006	0	0
44	85	60000077	70000077	80000013	0	0
46	89	60000077	70000077	80000006	0	0
42	89	60000077	70000077	80000006	0	0
44	97	60000077	70000077	80000013	0	0
49	100	60000077	70000077	80000006	0	0
54	102	60000077	70000077	80000006	0	0
58	98	60000077	70000077	80000013	0	0
60	102	60000077	70000077	80000006	0	0
66	102	60000077	70000077	80000006	0	0
73	102	60000077	70000077	80000013	0	0
72	95	60000077	70000077	80000006	0	0
76	98	60000077	70000077	80000006	0	0
75	83	60000077	70000077	80000013	0	0
74	72	60000077	70000077	80000006	0	0
75	61	60000077	70000077	80000006	0	0
76	49	60000078	70000078	80000013	0	0
69	51	60000078	70000078	80000006	0	0
59	55	60000078	70000078	80000006	0	0
61	48	60000078	70000078	80000013	0	0
74	42	60000078	70000078	80000006	0	0
54	34	60000078	70000078	80000006	0	0
49	33	60000078	70000078	80000013	0	0
54	22	60000078	70000078	80000006	0	0
49	22	60000078	70000078	80000006	0	0
58	24	60000078	70000078	80000013	0	0
64	25	60000078	70000078	80000006	0	0
68	20	60000078	70000078	80000006	0	0
52	29	60000078	70000078	80000013	0	0
76	20	60000078	70000078	80000006	0	0
63	52	60000078	70000078	80000006	0	0
73	24	60000078	70000078	80000013	0	0
40	101	60000079	70000079	80000006	0	0
34	98	60000079	70000079	80000006	0	0
31	102	60000079	70000079	80000013	0	0
26	102	60000079	70000079	80000006	0	0
26	92	60000079	70000079	80000006	0	0
27	83	60000079	70000079	80000013	0	0
26	74	60000079	70000079	80000006	0	0
20	73	60000079	70000079	80000006	0	0
14	74	60000079	70000079	80000013	0	0
14	83	60000079	70000079	80000006	0	0
14	99	60000079	70000079	80000006	0	0
16	102	60000079	70000079	80000013	0	0
25	67	60000079	70000079	80000006	0	0
25	59	60000079	70000079	80000006	0	0
47	68	60000079	70000079	80000013	0	0
45	59	60000079	70000079	80000006	0	0
43	52	60000079	70000079	80000006	0	0
41	57	60000079	70000079	80000013	0	0
36	53	60000079	70000079	80000006	0	0
29	54	60000079	70000079	80000006	0	0
20	56	60000079	70000079	80000013	0	0
15	55	60000079	70000079	80000006	0	0
25	49	60000080	70000080	80000006	0	0
27	41	60000080	70000080	80000013	0	0
24	37	60000080	70000080	80000006	0	0
26	30	60000080	70000080	80000006	0	0
36	22	60000080	70000080	80000013	0	0
31	19	60000080	70000080	80000006	0	0
37	20	60000080	70000080	80000006	0	0
37	27	60000080	70000080	80000013	0	0
33	31	60000080	70000080	80000006	0	0
22	29	60000080	70000080	80000006	0	0
15	20	60000080	70000080	80000013	0	0
19	20	60000080	70000080	80000006	0	0
18	25	60000080	70000080	80000006	0	0
34	21	60000080	70000080	80000013	0	0
35	25	60000080	70000080	80000013	0	0
34	28	60000080	70000080	80000013	0	0
31	21	60000080	70000080	80000013	0	0
32	25	60000080	70000080	80000013	0	0
30	28	60000080	70000080	80000013	0	0
31	33	60000080	70000080	80000013	0	0
29	29	60000080	70000080	80000013	0	0
28	32	60000080	70000080	80000013	0	0
55	25	60000078	70000078	80000006	0	0
51	19	60000078	70000078	80000006	0	0
49	25	60000078	70000078	80000006	0	0
52	22	60000078	70000078	80000006	0	0
49	29	60000078	70000078	80000006	0	0
54	30	60000078	70000078	80000006	0	0
51	35	60000078	70000078	80000006	0	0
51	30	60000078	70000078	80000006	0	0
61	23	60000078	70000078	80000006	0	0
