X坐标	Y坐标	怪物数据编号	怪物掉落编号	怪物行为编号	分组编号	是否队长
x	y	monsterID	plunderID	behaviorID	groupID	isLeader
20	29	63010119	73010119	83010119	0	0
21	31	63010119	73010119	83010119	0	0
25	31	63010119	73010119	83010119	0	0
26	29	63010119	73010119	83010119	0	0
17	29	63010119	73010119	83010119	0	0
17	34	63010119	73010119	83010119	0	0
20	34	63010119	73010119	83010119	0	0
26	34	63010119	73010119	83010119	0	0
29	29	63010119	73010119	83010119	0	0
23	29	63010119	73010119	83010119	0	0
29	34	63010119	73010119	83010119	0	0
23	26	63010118	73010118	83010118	0	0
26	26	63010118	73010118	83010118	0	0
17	21	63010118	73010118	83010118	0	0
29	21	63010118	73010118	83010118	0	0
21	23	63010118	73010118	83010118	0	0
25	23	63010118	73010118	83010118	0	0
20	21	63010118	73010118	83010118	0	0
17	26	63010118	73010118	83010118	0	0
20	26	63010118	73010118	83010118	0	0
29	26	63010118	73010118	83010118	0	0
26	21	63010118	73010118	83010118	0	0
