X坐标	Y坐标	怪物数据编号	怪物掉落编号	怪物行为编号	分组编号	是否队长
x	y	monsterID	plunderID	behaviorID	groupID	isLeader
91	20	60000052	70000052	80000006	0	0
97	19	60000052	70000052	80000006	0	0
105	19	60000052	70000052	80000013	0	0
102	24	60000052	70000052	80000006	0	0
106	36	60000052	70000052	80000014	0	0
105	30	60000052	70000052	80000013	0	0
101	34	60000052	70000052	80000006	0	0
102	44	60000052	70000052	80000006	0	0
101	54	60000052	70000052	80000013	0	0
90	33	60000052	70000052	80000006	0	0
90	40	60000052	70000052	80000014	0	0
86	36	60000052	70000052	80000013	0	0
85	46	60000052	70000052	80000006	0	0
85	57	60000052	70000052	80000006	0	0
93	58	60000052	70000052	80000013	0	0
105	58	60000052	70000052	80000006	0	0
104	65	60000052	70000052	80000014	0	0
89	64	60000052	70000052	80000013	0	0
90	71	60000052	70000052	80000006	0	0
89	80	60000052	70000052	80000006	0	0
105	78	60000052	70000052	80000013	0	0
101	86	60000052	70000052	80000014	0	0
84	86	60000053	70000053	80000006	0	0
94	86	60000053	70000053	80000013	0	0
105	93	60000053	70000053	80000006	0	0
87	91	60000053	70000053	80000006	0	0
102	98	60000053	70000053	80000013	0	0
104	104	60000053	70000053	80000006	0	0
86	99	60000053	70000053	80000006	0	0
87	107	60000053	70000053	80000013	0	0
93	111	60000053	70000053	80000006	0	0
102	111	60000053	70000053	80000006	0	0
98	106	60000053	70000053	80000013	0	0
87	115	60000053	70000053	80000006	0	0
85	121	60000053	70000053	80000006	0	0
87	128	60000053	70000053	80000013	0	0
84	135	60000053	70000053	80000006	0	0
87	141	60000053	70000053	80000006	0	0
94	140	60000053	70000053	80000013	0	0
100	140	60000053	70000053	80000006	0	0
100	130	60000053	70000053	80000006	0	0
105	130	60000053	70000053	80000013	0	0
103	136	60000053	70000053	80000006	0	0
106	139	60000053	70000053	80000006	0	0
90	20	66666666	76666666	80020001	0	0
40	97	66666666	76666666	80020001	0	0
47	97	66666666	76666666	80020001	0	0
