X坐标	Y坐标	怪物数据编号	怪物掉落编号	怪物行为编号	分组编号	是否队长
x	y	monsterID	plunderID	behaviorID	groupID	isLeader
21	18	60010026	70010026	80000022	0	0
21	20	60010026	70010026	80000022	0	0
21	22	60010026	70010026	80000022	0	0
21	24	60010026	70010026	80000022	0	0
21	26	60010026	70010026	80000022	0	0
21	28	60010026	70010026	80000022	0	0
21	30	60010026	70010026	80000022	0	0
24	18	60010026	70010026	80000022	0	0
24	20	60010026	70010026	80000022	0	0
24	22	60010026	70010026	80000022	0	0
24	24	60010026	70010026	80000022	0	0
24	26	60010026	70010026	80000022	0	0
24	28	60010026	70010026	80000022	0	0
24	30	60010026	70010026	80000022	0	0
16	19	60010026	70010026	80000022	0	0
16	31	60010026	70010026	80000022	0	0
29	19	60010026	70010026	80000022	0	0
29	31	60010026	70010026	80000022	0	0
10	16	60010025	70010025	80000021	0	0
13	16	60010025	70010025	80000021	0	0
10	19	60010025	70010025	80000021	0	0
13	19	60010025	70010025	80000021	0	0
10	30	60010025	70010025	80000021	0	0
13	30	60010025	70010025	80000021	0	0
10	33	60010025	70010025	80000021	0	0
13	33	60010025	70010025	80000021	0	0
35	16	60010025	70010025	80000021	0	0
33	16	60010025	70010025	80000021	0	0
33	19	60010025	70010025	80000021	0	0
35	19	60010025	70010025	80000021	0	0
35	30	60010025	70010025	80000021	0	0
33	30	60010025	70010025	80000021	0	0
33	33	60010025	70010025	80000021	0	0
35	33	60010025	70010025	80000021	0	0
23	34	60010025	70010025	80000021	0	0
23	37	60010025	70010025	80000021	0	0
23	40	60010025	70010025	80000021	0	0
23	43	60010025	70010025	80000021	0	0
23	45	60010025	70010025	80000021	0	0
32	42	60010025	70010025	80000021	0	0
34	42	60010025	70010025	80000021	0	0
26	47	60010025	70010025	80000021	0	0
20	47	60010025	70010025	80000021	0	0
10	43	60010025	70010025	80000021	0	0
13	43	60010025	70010025	80000021	0	0
16	43	60010025	70010025	80000021	0	0
10	46	60010025	70010025	80000021	0	0
13	46	60010025	70010025	80000021	0	0
16	46	60010025	70010025	80000021	0	0
