X坐标	Y坐标	怪物数据编号	怪物掉落编号	怪物行为编号	分组编号	是否队长
x	y	monsterID	plunderID	behaviorID	groupID	isLeader
47	116	63010140	73010140	83010140	0	0
49	35	63010140	73010140	83010140	0	0
46	35	63010140	73010140	83010140	0	0
44	35	63010140	73010140	83010140	0	0
52	35	63010140	73010140	83010140	0	0
54	35	63010140	73010140	83010140	0	0
45	137	63010140	73010140	83010140	0	0
41	20	63010140	73010140	83010140	0	0
37	28	63010140	73010140	83010140	0	0
46	28	63010140	73010140	83010140	0	0
33	34	63010140	73010140	83010140	0	0
97	124	63010140	73010140	83010140	0	0
90	131	63010140	73010140	83010140	0	0
93	116	63010140	73010140	83010140	0	0
85	133	63010140	73010140	83010140	0	0
84	120	63010140	73010140	83010140	0	0
51	143	63010140	73010140	83010140	0	0
53	133	63010140	73010140	83010140	0	0
59	128	63010140	73010140	83010140	0	0
77	139	63010140	73010140	83010140	0	0
76	127	63010140	73010140	83010140	0	0
71	124	63010140	73010140	83010140	0	0
75	115	63010140	73010140	83010140	0	0
83	108	63010140	73010140	83010140	0	0
73	106	63010140	73010140	83010140	0	0
88	103	63010140	73010140	83010140	0	0
76	93	63010140	73010140	83010140	0	0
84	88	63010140	73010140	83010140	0	0
83	97	63010140	73010140	83010140	0	0
91	90	63010140	73010140	83010140	0	0
94	78	63010140	73010140	83010140	0	0
99	69	63010140	73010140	83010140	0	0
87	72	63010140	73010140	83010140	0	0
80	78	63010140	73010140	83010140	0	0
73	83	63010140	73010140	83010140	0	0
67	89	63010140	73010140	83010140	0	0
74	71	63010140	73010140	83010140	0	0
81	65	63010140	73010140	83010140	0	0
89	60	63010140	73010140	83010140	0	0
93	61	63010140	73010140	83010140	0	0
74	59	63010140	73010140	83010140	0	0
68	64	63010140	73010140	83010140	0	0
58	57	63010140	73010140	83010140	0	0
67	50	63010140	73010140	83010140	0	0
74	44	63010140	73010140	83010140	0	0
70	39	63010140	73010140	83010140	0	0
23	41	63010140	73010140	83010140	0	0
32	44	63010140	73010140	83010140	0	0
40	40	63010140	73010140	83010140	0	0
26	53	63010140	73010140	83010140	0	0
33	50	63010140	73010140	83010140	0	0
39	52	63010140	73010140	83010140	0	0
28	61	63010140	73010140	83010140	0	0
24	75	63010140	73010140	83010140	0	0
20	84	63010140	73010140	83010140	0	0
31	89	63010140	73010140	83010140	0	0
40	86	63010140	73010140	83010140	0	0
37	97	63010140	73010140	83010140	0	0
59	31	63010140	73010140	83010140	0	0
61	40	63010140	73010140	83010140	0	0
52	43	63010140	73010140	83010140	0	0
46	55	63010140	73010140	83010140	0	0
50	67	63010140	73010140	83010140	0	0
58	71	63010140	73010140	83010140	0	0
53	82	63010140	73010140	83010140	0	0
59	78	63010140	73010140	83010140	0	0
58	92	63010140	73010140	83010140	0	0
46	91	63010140	73010140	83010140	0	0
68	99	63010140	73010140	83010140	0	0
49	125	63010140	73010140	83010140	0	0
58	115	63010140	73010140	83010140	0	0
62	122	63010140	73010140	83010140	0	0
36	121	63010140	73010140	83010140	0	0
43	105	63010140	73010140	83010140	0	0
50	99	63010140	73010140	83010140	0	0
54	106	63010140	73010140	83010140	0	0
56	100	63010140	73010140	83010140	0	0
64	70	63010140	73010140	83010140	0	0
55	59	63010140	73010140	83010140	0	0
40	126	63010140	73010140	83010140	0	0
42	134	63010141	73010141	83010141	0	0
47	129	63010141	73010141	83010141	0	0
38	129	63010141	73010141	83010141	0	0
26	38	63010141	73010141	83010141	0	0
32	36	63010141	73010141	83010141	0	0
39	33	63010141	73010141	83010141	0	0
35	43	63010141	73010141	83010141	0	0
42	45	63010141	73010141	83010141	0	0
44	23	63010141	73010141	83010141	0	0
49	30	63010141	73010141	83010141	0	0
58	32	63010141	73010141	83010141	0	0
58	41	63010141	73010141	83010141	0	0
68	42	63010141	73010141	83010141	0	0
59	50	63010141	73010141	83010141	0	0
75	50	63010141	73010141	83010141	0	0
49	47	63010141	73010141	83010141	0	0
32	51	63010141	73010141	83010141	0	0
26	46	63010141	73010141	83010141	0	0
42	51	63010141	73010141	83010141	0	0
33	57	63010141	73010141	83010141	0	0
24	57	63010141	73010141	83010141	0	0
27	68	63010141	73010141	83010141	0	0
26	77	63010141	73010141	83010141	0	0
24	83	63010141	73010141	83010141	0	0
31	83	63010141	73010141	83010141	0	0
37	89	63010141	73010141	83010141	0	0
42	91	63010141	73010141	83010141	0	0
34	93	63010141	73010141	83010141	0	0
40	103	63010141	73010141	83010141	0	0
44	98	63010141	73010141	83010141	0	0
49	104	63010141	73010141	83010141	0	0
52	95	63010141	73010141	83010141	0	0
56	103	63010141	73010141	83010141	0	0
43	111	63010141	73010141	83010141	0	0
40	117	63010141	73010141	83010141	0	0
46	121	63010141	73010141	83010141	0	0
53	111	63010141	73010141	83010141	0	0
54	118	63010141	73010141	83010141	0	0
55	124	63010141	73010141	83010141	0	0
51	138	63010141	73010141	83010141	0	0
56	132	63010141	73010141	83010141	0	0
72	135	63010141	73010141	83010141	0	0
72	129	63010141	73010141	83010141	0	0
67	124	63010141	73010141	83010141	0	0
63	116	63010141	73010141	83010141	0	0
78	119	63010141	73010141	83010141	0	0
81	133	63010141	73010141	83010141	0	0
84	128	63010141	73010141	83010141	0	0
97	131	63010141	73010141	83010141	0	0
92	120	63010141	73010141	83010141	0	0
87	112	63010141	73010141	83010141	0	0
70	115	63010141	73010141	83010141	0	0
68	107	63010141	73010141	83010141	0	0
77	108	63010141	73010141	83010141	0	0
85	101	63010141	73010141	83010141	0	0
79	97	63010141	73010141	83010141	0	0
63	98	63010141	73010141	83010141	0	0
70	92	63010141	73010141	83010141	0	0
91	95	63010141	73010141	83010141	0	0
87	84	63010141	73010141	83010141	0	0
94	84	63010141	73010141	83010141	0	0
