X坐标	Y坐标	怪物数据编号	怪物掉落编号	怪物行为编号	分组编号	是否队长
x	y	monsterID	plunderID	behaviorID	groupID	isLeader
67	130	60000041	70000041	80000006	0	0
62	133	60000041	70000041	80000006	0	0
69	142	60000041	70000041	80000013	0	0
68	135	60000041	70000041	80000006	0	0
63	140	60000041	70000041	80000014	0	0
57	138	60000041	70000041	80000013	0	0
51	139	60000041	70000041	80000006	0	0
45	136	60000041	70000041	80000006	0	0
42	139	60000041	70000041	80000013	0	0
36	137	60000041	70000041	80000006	0	0
30	139	60000041	70000041	80000014	0	0
26	137	60000041	70000041	80000013	0	0
21	141	60000041	70000041	80000006	0	0
20	130	60000041	70000041	80000006	0	0
15	132	60000041	70000041	80000013	0	0
15	142	60000041	70000041	80000006	0	0
18	136	60000041	70000041	80000014	0	0
75	133	60000041	70000041	80000013	0	0
81	135	60000041	70000041	80000006	0	0
87	133	60000041	70000041	80000006	0	0
94	135	60000041	70000041	80000013	0	0
99	133	60000041	70000041	80000006	0	0
104	141	60000041	70000041	80000014	0	0
105	133	60000041	70000041	80000013	0	0
61	124	60000041	70000041	80000006	0	0
60	115	60000041	70000041	80000006	0	0
54	116	60000041	70000041	80000013	0	0
48	114	60000041	70000041	80000006	0	0
40	113	60000041	70000041	80000014	0	0
41	120	60000041	70000041	80000013	0	0
44	117	60000041	70000041	80000006	0	0
21	123	60000042	70000042	80000006	0	0
20	115	60000042	70000042	80000013	0	0
15	113	60000042	70000042	80000006	0	0
15	106	60000042	70000042	80000014	0	0
26	106	60000042	70000042	80000013	0	0
25	113	60000042	70000042	80000006	0	0
21	108	60000042	70000042	80000006	0	0
21	97	60000042	70000042	80000013	0	0
21	88	60000042	70000042	80000006	0	0
28	89	60000042	70000042	80000014	0	0
34	87	60000042	70000042	80000013	0	0
61	106	60000042	70000042	80000006	0	0
61	96	60000042	70000042	80000006	0	0
60	88	60000042	70000042	80000013	0	0
46	89	60000042	70000042	80000006	0	0
53	91	60000042	70000042	80000014	0	0
40	91	60000042	70000042	80000013	0	0
46	94	60000042	70000042	80000006	0	0
20	80	60000042	70000042	80000006	0	0
21	72	60000042	70000042	80000013	0	0
28	72	60000042	70000042	80000006	0	0
26	65	60000042	70000042	80000014	0	0
21	62	60000042	70000042	80000013	0	0
61	81	60000042	70000042	80000006	0	0
61	73	60000042	70000042	80000006	0	0
53	62	60000044	70000044	80000013	0	0
50	69	60000042	70000042	80000006	0	0
43	67	60000042	70000042	80000014	0	0
35	68	60000042	70000042	80000013	0	0
104	124	60000043	70000043	80000006	0	0
100	118	60000043	70000043	80000006	0	0
94	120	60000043	70000043	80000013	0	0
89	116	60000043	70000043	80000006	0	0
83	118	60000043	70000043	80000006	0	0
82	110	60000043	70000043	80000013	0	0
104	113	60000043	70000043	80000006	0	0
105	105	60000043	70000043	80000006	0	0
92	103	60000043	70000043	80000013	0	0
85	102	60000043	70000043	80000006	0	0
67	102	60000043	70000043	80000006	0	0
76	101	60000043	70000043	80000013	0	0
82	95	60000043	70000043	80000006	0	0
83	85	60000043	70000043	80000006	0	0
94	81	60000043	70000043	80000013	0	0
90	87	60000043	70000043	80000006	0	0
104	97	60000043	70000043	80000006	0	0
99	102	60000043	70000043	80000013	0	0
105	87	60000043	70000043	80000006	0	0
104	76	60000043	70000043	80000006	0	0
105	68	60000043	70000043	80000013	0	0
99	65	60000043	70000043	80000006	0	0
92	62	60000043	70000043	80000006	0	0
93	53	60000043	70000043	80000013	0	0
96	44	60000043	70000043	80000006	0	0
104	45	60000043	70000043	80000006	0	0
104	57	60000043	70000043	80000013	0	0
15	59	60000044	70000044	80000006	0	0
18	52	60000044	70000044	80000006	0	0
15	45	60000044	70000044	80000013	0	0
16	30	60000044	70000044	80000006	0	0
15	35	60000044	70000044	80000006	0	0
19	39	60000044	70000044	80000013	0	0
26	40	60000044	70000044	80000006	0	0
31	38	60000044	70000044	80000006	0	0
26	18	60000044	70000044	80000013	0	0
31	23	60000044	70000044	80000006	0	0
35	18	60000044	70000044	80000006	0	0
42	19	60000044	70000044	80000013	0	0
51	18	60000044	70000044	80000006	0	0
52	27	60000044	70000044	80000006	0	0
34	31	60000044	70000044	80000013	0	0
41	37	60000044	70000044	80000006	0	0
45	31	60000044	70000044	80000006	0	0
53	39	60000044	70000044	80000013	0	0
36	45	60000044	70000044	80000006	0	0
45	47	60000044	70000044	80000006	0	0
42	54	60000044	70000044	80000013	0	0
50	52	60000044	70000044	80000006	0	0
36	57	60000044	70000044	80000006	0	0
57	67	60000044	70000044	80000013	0	0
63	67	60000044	70000044	80000006	0	0
69	68	60000045	70000045	80000006	0	0
76	68	60000045	70000045	80000013	0	0
78	59	60000045	70000045	80000006	0	0
75	51	60000045	70000045	80000006	0	0
79	49	60000045	70000045	80000013	0	0
79	42	60000045	70000045	80000006	0	0
104	37	60000045	70000045	80000006	0	0
103	24	60000045	70000045	80000013	0	0
97	21	60000045	70000045	80000006	0	0
89	20	60000045	70000045	80000006	0	0
83	21	60000045	70000045	80000013	0	0
83	28	60000045	70000045	80000006	0	0
77	24	60000045	70000045	80000006	0	0
82	34	60000045	70000045	80000013	0	0
74	40	60000045	70000045	80000006	0	0
72	21	60000045	70000045	80000006	0	0
64	26	60000045	70000045	80000013	0	0
71	28	60000045	70000045	80000006	0	0
74	34	60000045	70000045	80000006	0	0
77	31	61000009	71000009	80000012	0	0
