X坐标	Y坐标	怪物数据编号	怪物掉落编号	怪物行为编号	分组编号	是否队长
x	y	monsterID	plunderID	behaviorID	groupID	isLeader
14	23	60000051	70000051	80000006	0	0
15	29	60000051	70000051	80000006	0	0
19	24	60000051	70000051	80000013	0	0
23	22	60000051	70000051	80000006	0	0
23	29	60000051	70000051	80000014	0	0
28	29	60000051	70000051	80000013	0	0
35	30	60000051	70000051	80000006	0	0
36	26	60000051	70000051	80000006	0	0
37	38	60000051	70000051	80000013	0	0
37	46	60000051	70000051	80000006	0	0
32	50	60000051	70000051	80000014	0	0
28	45	60000051	70000051	80000013	0	0
22	45	60000051	70000051	80000006	0	0
25	51	60000051	70000051	80000006	0	0
17	50	60000051	70000051	80000013	0	0
41	51	60000051	70000051	80000006	0	0
46	50	60000051	70000051	80000014	0	0
50	56	60000051	70000051	80000013	0	0
49	65	60000051	70000051	80000006	0	0
36	62	60000051	70000051	80000006	0	0
42	62	60000051	70000051	80000013	0	0
40	67	60000051	70000051	80000006	0	0
45	69	60000051	70000051	80000014	0	0
14	57	60000052	70000052	80000013	0	0
15	63	60000052	70000052	80000006	0	0
14	71	60000052	70000052	80000006	0	0
22	62	60000052	70000052	80000013	0	0
27	65	60000052	70000052	80000006	0	0
23	72	60000052	70000052	80000014	0	0
19	77	60000052	70000052	80000013	0	0
29	76	60000052	70000052	80000006	0	0
31	84	60000052	70000052	80000006	0	0
35	95	60000052	70000052	80000013	0	0
22	93	60000052	70000052	80000006	0	0
15	92	60000052	70000052	80000014	0	0
15	101	60000052	70000052	80000013	0	0
23	100	60000052	70000052	80000006	0	0
19	97	61000010	71000010	80000012	0	0
38	90	60000052	70000052	80000006	0	0
38	100	60000052	70000052	80000006	0	0
29	92	60000052	70000052	80000013	0	0
53	22	60000053	70000053	80000006	0	0
47	22	60000053	70000053	80000006	0	0
48	27	60000053	70000053	80000013	0	0
53	31	60000053	70000053	80000006	0	0
49	34	60000053	70000053	80000006	0	0
51	42	60000053	70000053	80000013	0	0
50	50	60000053	70000053	80000006	0	0
60	45	60000053	70000053	80000006	0	0
66	22	60000053	70000053	80000013	0	0
74	21	60000053	70000053	80000006	0	0
72	26	60000053	70000053	80000006	0	0
65	30	60000053	70000053	80000013	0	0
76	30	60000053	70000053	80000006	0	0
65	38	60000053	70000053	80000006	0	0
76	41	60000053	70000053	80000013	0	0
69	45	60000053	70000053	80000006	0	0
51	73	60000053	70000053	80000006	0	0
49	81	60000053	70000053	80000013	0	0
51	86	60000053	70000053	80000006	0	0
48	93	60000053	70000053	80000006	0	0
51	99	60000053	70000053	80000013	0	0
55	60	60000054	70000054	80000006	0	0
61	60	60000054	70000054	80000006	0	0
67	60	60000054	70000054	80000013	0	0
74	57	60000054	70000054	80000006	0	0
77	66	60000054	70000054	80000006	0	0
70	65	60000054	70000054	80000013	0	0
76	72	60000054	70000054	80000006	0	0
76	78	60000054	70000054	80000006	0	0
71	76	60000054	70000054	80000013	0	0
61	70	60000054	70000054	80000006	0	0
61	78	60000054	70000054	80000006	0	0
61	88	60000054	70000054	80000013	0	0
66	93	60000054	70000054	80000006	0	0
75	92	60000054	70000054	80000006	0	0
76	100	60000054	70000054	80000013	0	0
71	95	60000054	70000054	80000006	0	0
68	100	60000054	70000054	80000006	0	0
67	26	60000053	70000053	80000013	0	0
68	22	60000053	70000053	80000013	0	0
73	24	60000053	70000053	80000013	0	0
69	29	60000053	70000053	80000013	0	0
71	30	60000053	70000053	80000013	0	0
74	27	60000053	70000053	80000013	0	0
76	24	60000053	70000053	80000013	0	0
69	22	60000053	70000053	80000013	0	0
65	33	60000053	70000053	80000013	0	0
76	34	60000053	70000053	80000013	0	0
70	25	60000053	70000053	80000013	0	0
