X坐标	Y坐标	怪物数据编号	怪物掉落编号	怪物行为编号	分组编号	是否队长
x	y	monsterID	plunderID	behaviorID	groupID	isLeader
15	18	60010025	70010025	80000021	0	0
16	18	60010025	70010025	80000021	0	0
17	18	60010025	70010025	80000021	0	0
15	19	60010025	70010025	80000021	0	0
16	19	60010025	70010025	80000021	0	0
17	19	60010025	70010025	80000021	0	0
15	30	60010025	70010025	80000021	0	0
16	30	60010025	70010025	80000021	0	0
17	30	60010025	70010025	80000021	0	0
15	31	60010025	70010025	80000021	0	0
16	31	60010025	70010025	80000021	0	0
17	31	60010025	70010025	80000021	0	0
28	30	60010025	70010025	80000021	0	0
29	30	60010025	70010025	80000021	0	0
30	30	60010025	70010025	80000021	0	0
28	31	60010025	70010025	80000021	0	0
29	31	60010025	70010025	80000021	0	0
30	31	60010025	70010025	80000021	0	0
28	18	60010025	70010025	80000021	0	0
29	18	60010025	70010025	80000021	0	0
30	18	60010025	70010025	80000021	0	0
28	19	60010025	70010025	80000021	0	0
29	19	60010025	70010025	80000021	0	0
30	19	60010025	70010025	80000021	0	0
23	40	60010025	70010025	80000021	0	0
23	34	60010025	70010025	80000021	0	0
23	35	60010025	70010025	80000021	0	0
23	36	60010025	70010025	80000021	0	0
23	38	60010025	70010025	80000021	0	0
23	39	60010025	70010025	80000021	0	0
23	23	60010031	70010031	80000023	0	0
