X坐标	Y坐标	怪物数据编号	怪物掉落编号	怪物行为编号	分组编号	是否队长
x	y	monsterID	plunderID	behaviorID	groupID	isLeader
11	66	60000016	70000016	80000005	0	0
14	59	60000016	70000016	80000005	0	0
10	54	60000016	70000016	80000013	0	0
15	51	60000016	70000016	80000005	0	0
18	56	60000016	70000016	80000005	0	0
12	72	60000016	70000016	80000013	0	0
16	67	60000016	70000016	80000005	0	0
19	73	60000016	70000016	80000005	0	0
22	65	60000016	70000016	80000013	0	0
24	59	60000016	70000016	80000005	0	0
28	66	60000016	70000016	80000005	0	0
23	70	60000016	70000016	80000013	0	0
26	77	60000016	70000016	80000005	0	0
29	72	60000016	70000016	80000005	0	0
26	84	60000016	70000016	80000013	0	0
30	87	60000016	70000016	80000005	0	0
30	80	60000016	70000016	80000005	0	0
33	75	60000016	70000016	80000013	0	0
35	84	60000016	70000016	80000005	0	0
39	88	60000016	70000016	80000005	0	0
39	79	60000016	70000016	80000013	0	0
37	71	60000016	70000016	80000005	0	0
32	66	60000016	70000016	80000005	0	0
39	62	60000016	70000016	80000013	0	0
30	58	60000016	70000016	80000005	0	0
26	52	60000016	70000016	80000005	0	0
20	48	60000016	70000016	80000013	0	0
32	50	60000016	70000016	80000005	0	0
18	42	60000016	70000016	80000005	0	0
19	34	60000016	70000016	80000013	0	0
23	37	60000016	70000016	80000005	0	0
25	44	60000016	70000016	80000005	0	0
30	40	60000016	70000016	80000013	0	0
23	19	60000016	70000016	80000005	0	0
22	25	60000016	70000016	80000005	0	0
26	31	60000016	70000016	80000013	0	0
27	22	60000016	70000016	80000005	0	0
32	20	60000016	70000016	80000005	0	0
34	44	60000016	70000016	80000013	0	0
30	33	60000016	70000016	80000005	0	0
30	26	60000016	70000016	80000005	0	0
36	23	60000016	70000016	80000013	0	0
34	29	60000016	70000016	80000005	0	0
35	36	60000016	70000016	80000005	0	0
41	28	60000017	70000017	80000013	0	0
43	22	60000017	70000017	80000005	0	0
48	19	60000017	70000017	80000005	0	0
47	27	60000017	70000017	80000013	0	0
52	23	60000017	70000017	80000005	0	0
39	35	60000017	70000017	80000005	0	0
45	32	60000017	70000017	80000013	0	0
51	30	60000017	70000017	80000005	0	0
42	82	60000017	70000017	80000005	0	0
45	89	60000017	70000017	80000013	0	0
48	84	60000017	70000017	80000005	0	0
51	78	60000017	70000017	80000005	0	0
45	76	60000017	70000017	80000013	0	0
55	83	60000017	70000017	80000005	0	0
57	76	60000017	70000017	80000005	0	0
61	82	60000017	70000017	80000013	0	0
69	45	60000017	70000017	80000005	0	0
72	31	60000017	70000017	80000005	0	0
68	36	60000017	70000017	80000013	0	0
72	39	60000017	70000017	80000005	0	0
74	46	60000017	70000017	80000005	0	0
70	50	60000017	70000017	80000013	0	0
67	55	60000017	70000017	80000005	0	0
72	57	60000017	70000017	80000005	0	0
75	62	60000017	70000017	80000013	0	0
69	62	60000017	70000017	80000005	0	0
73	69	60000017	70000017	80000005	0	0
69	71	60000017	70000017	80000013	0	0
76	76	60000017	70000017	80000005	0	0
72	79	60000017	70000017	80000005	0	0
67	80	60000017	70000017	80000013	0	0
39	41	60000017	70000017	80000005	0	0
44	37	60000017	70000017	80000005	0	0
48	42	60000017	70000017	80000013	0	0
50	35	60000017	70000017	80000005	0	0
38	48	60000017	70000017	80000005	0	0
44	45	60000017	70000017	80000013	0	0
41	70	60000017	70000017	80000005	0	0
47	69	60000017	70000017	80000005	0	0
45	63	60000017	70000017	80000013	0	0
53	70	60000017	70000017	80000005	0	0
52	64	60000017	70000017	80000005	0	0
60	69	60000017	70000017	80000013	0	0
62	75	60000017	70000017	80000005	0	0
41	56	60000017	70000017	80000005	0	0
44	50	60000017	70000017	80000013	0	0
49	59	60000017	70000017	80000005	0	0
49	52	60000017	70000017	80000005	0	0
57	19	60000017	70000017	80000013	0	0
62	17	60000017	70000017	80000005	0	0
64	23	60000017	70000017	80000005	0	0
61	26	60000017	70000017	80000013	0	0
57	28	60000017	70000017	80000005	0	0
55	34	60000017	70000017	80000005	0	0
62	33	60000017	70000017	80000013	0	0
54	41	60000017	70000017	80000005	0	0
59	39	60000017	70000017	80000005	0	0
64	43	60000017	70000017	80000013	0	0
52	47	60000017	70000017	80000005	0	0
58	46	60000017	70000017	80000005	0	0
63	51	60000017	70000017	80000013	0	0
55	52	60000017	70000017	80000005	0	0
56	59	60000017	70000017	80000005	0	0
61	57	60000017	70000017	80000013	0	0
64	62	60000017	70000017	80000005	0	0
57	63	60000017	70000017	80000005	0	0
65	72	60000017	70000017	80000013	0	0
35	105	60000018	70000018	80000005	0	0
30	109	60000018	70000018	80000005	0	0
24	113	60000018	70000018	80000013	0	0
18	115	60000018	70000018	80000005	0	0
11	120	60000018	70000018	80000005	0	0
16	122	60000018	70000018	80000013	0	0
13	129	60000018	70000018	80000005	0	0
22	118	60000018	70000018	80000005	0	0
21	124	60000018	70000018	80000013	0	0
19	129	60000018	70000018	80000005	0	0
17	136	60000018	70000018	80000005	0	0
23	131	60000018	70000018	80000013	0	0
27	119	60000018	70000018	80000005	0	0
27	125	60000018	70000018	80000005	0	0
22	137	60000018	70000018	80000013	0	0
27	134	60000018	70000018	80000005	0	0
27	141	60000018	70000018	80000005	0	0
25	147	60000018	70000018	80000013	0	0
23	156	60000018	70000018	80000005	0	0
29	152	60000018	70000018	80000005	0	0
25	163	60000018	70000018	80000013	0	0
29	159	60000018	70000018	80000005	0	0
26	181	60000018	70000018	80000005	0	0
23	172	60000018	70000018	80000013	0	0
28	168	60000018	70000018	80000005	0	0
28	175	60000018	70000018	80000005	0	0
32	181	60000018	70000018	80000013	0	0
33	173	60000018	70000018	80000005	0	0
47	120	60000018	70000018	80000005	0	0
44	123	60000018	70000018	80000013	0	0
47	130	60000018	70000018	80000005	0	0
41	135	60000018	70000018	80000005	0	0
46	140	60000018	70000018	80000013	0	0
44	147	60000018	70000018	80000005	0	0
39	151	60000018	70000018	80000005	0	0
44	153	60000018	70000018	80000013	0	0
47	158	60000018	70000018	80000005	0	0
41	159	60000018	70000018	80000005	0	0
43	163	60000018	70000018	80000013	0	0
47	167	60000018	70000018	80000005	0	0
42	170	60000018	70000018	80000005	0	0
46	174	60000018	70000018	80000013	0	0
37	177	60000018	70000018	80000005	0	0
37	168	60000018	70000018	80000005	0	0
33	165	60000018	70000018	80000013	0	0
37	160	60000018	70000018	80000005	0	0
33	155	60000018	70000018	80000005	0	0
32	147	60000018	70000018	80000013	0	0
36	144	60000018	70000018	80000005	0	0
32	139	60000018	70000018	80000005	0	0
36	135	60000018	70000018	80000013	0	0
32	130	60000018	70000018	80000005	0	0
39	127	60000018	70000018	80000005	0	0
38	120	60000018	70000018	80000013	0	0
32	123	60000018	70000018	80000005	0	0
33	116	60000018	70000018	80000005	0	0
37	109	60000018	70000018	80000013	0	0
40	115	60000018	70000018	80000005	0	0
77	34	60000019	70000019	80000005	0	0
76	40	60000019	70000019	80000013	0	0
81	38	60000019	70000019	80000005	0	0
85	33	60000019	70000019	80000005	0	0
104	24	60000019	70000019	80000013	0	0
101	27	60000019	70000019	80000005	0	0
