X坐标	Y坐标	怪物数据编号	怪物掉落编号	怪物行为编号	分组编号	是否队长
x	y	monsterID	plunderID	behaviorID	groupID	isLeader
21	19	60000060	70000060	80000010	0	0
11	16	60000060	70000060	80000010	0	0
12	19	60000060	70000060	80000010	0	0
10	29	60000060	70000060	80000010	0	0
13	31	60000060	70000060	80000010	0	0
20	29	60000059	70000059	80000010	0	0
26	20	60000060	70000060	80000010	0	0
26	28	60000060	70000060	80000010	0	0
35	16	60000060	70000060	80000010	0	0
34	30	60000060	70000060	80000010	0	0
35	43	60000060	70000060	80000010	0	0
31	45	60000060	70000060	80000010	0	0
11	45	60000060	70000060	80000010	0	0
9	19	60000059	70000059	80000010	0	0
10	34	60000059	70000059	80000010	0	0
33	32	60000059	70000059	80000010	0	0
33	17	60000059	70000059	80000010	0	0
35	20	60000059	70000059	80000010	0	0
36	34	60000059	70000059	80000010	0	0
33	46	60000059	70000059	80000010	0	0
14	43	60000059	70000059	80000010	0	0
14	46	60000059	70000059	80000010	0	0
26	24	60000059	70000059	80000010	0	0
18	24	60000059	70000059	80000010	0	0
22	23	61000012	71000012	80000011	0	0
