X坐标	Y坐标	怪物数据编号	怪物掉落编号	怪物行为编号	分组编号	是否队长
x	y	monsterID	plunderID	behaviorID	groupID	isLeader
11	14	60000026	70000026	80000005	0	0
9	20	60000026	70000026	80000005	0	0
13	24	60000026	70000026	80000013	0	0
14	17	60000026	70000026	80000005	0	0
16	12	60000026	70000026	80000005	0	0
20	15	60000026	70000026	80000013	0	0
18	19	60000026	70000026	80000005	0	0
18	24	60000026	70000026	80000005	0	0
23	12	60000026	70000026	80000013	0	0
22	20	60000026	70000026	80000005	0	0
22	25	60000026	70000026	80000005	0	0
16	30	60000026	70000026	80000013	0	0
20	30	60000026	70000026	80000005	0	0
18	35	60000026	70000026	80000005	0	0
16	40	60000026	70000026	80000013	0	0
19	44	60000026	70000026	80000005	0	0
21	39	60000026	70000026	80000005	0	0
23	34	60000026	70000026	80000013	0	0
25	48	60000026	70000026	80000005	0	0
25	42	60000026	70000026	80000005	0	0
29	45	60000026	70000026	80000013	0	0
33	47	60000026	70000026	80000005	0	0
29	39	60000026	70000026	80000005	0	0
33	41	60000026	70000026	80000013	0	0
27	33	60000026	70000026	80000005	0	0
26	26	60000026	70000026	80000005	0	0
28	21	60000026	70000026	80000013	0	0
26	16	60000026	70000026	80000005	0	0
30	12	60000026	70000026	80000005	0	0
35	14	60000026	70000026	80000013	0	0
33	20	60000026	70000026	80000005	0	0
37	19	60000026	70000026	80000005	0	0
41	16	60000026	70000026	80000013	0	0
31	25	60000026	70000026	80000005	0	0
37	25	60000026	70000026	80000005	0	0
32	31	60000026	70000026	80000013	0	0
37	32	60000026	70000026	80000005	0	0
38	39	60000026	70000026	80000005	0	0
37	45	60000026	70000026	80000013	0	0
40	49	60000026	70000026	80000005	0	0
42	43	60000026	70000026	80000005	0	0
45	49	60000026	70000026	80000013	0	0
42	21	60000026	70000026	80000005	0	0
46	19	60000026	70000026	80000005	0	0
41	27	60000026	70000026	80000013	0	0
46	25	60000026	70000026	80000005	0	0
