X坐标	Y坐标	怪物数据编号	怪物掉落编号	怪物行为编号	分组编号	是否队长
x	y	monsterID	plunderID	behaviorID	groupID	isLeader
18	23	60000156	70000056	80000006	0	0
20	20	60000156	70000056	80000006	0	0
16	27	60000156	70000056	80000013	0	0
21	28	60000156	70000056	80000006	0	0
22	23	60000156	70000056	80000006	0	0
19	33	60000156	70000056	80000013	0	0
19	38	60000156	70000056	80000006	0	0
31	39	60000156	70000056	80000006	0	0
25	39	60000156	70000056	80000013	0	0
15	62	60000157	70000057	80000006	0	0
15	52	60000157	70000057	80000006	0	0
23	52	60000157	70000057	80000013	0	0
23	56	60000157	70000057	80000006	0	0
15	57	60000157	70000057	80000014	0	0
23	62	60000157	70000057	80000013	0	0
19	45	60000157	70000057	80000006	0	0
19	52	60000157	70000057	80000014	0	0
19	62	60000157	70000057	80000013	0	0
