X坐标	Y坐标	怪物数据编号	怪物掉落编号	怪物行为编号	分组编号	是否队长
x	y	monsterID	plunderID	behaviorID	groupID	isLeader
107	15	60000009	70000009	80000003	0	0
87	43	60000009	70000009	80000003	0	0
89	35	60000009	70000009	80000003	0	0
88	28	60000009	70000009	80000003	0	0
91	21	60000009	70000009	80000003	0	0
98	18	60000009	70000009	80000003	0	0
95	24	60000009	70000009	80000003	0	0
96	30	60000009	70000009	80000003	0	0
100	24	60000009	70000009	80000003	0	0
105	20	60000009	70000009	80000003	0	0
111	20	60000009	70000009	80000003	0	0
107	26	60000009	70000009	80000003	0	0
101	31	60000009	70000009	80000003	0	0
113	27	60000009	70000009	80000003	0	0
117	24	60000009	70000009	80000003	0	0
92	48	60000009	70000009	80000003	0	0
95	42	60000009	70000009	80000003	0	0
99	37	60000009	70000009	80000003	0	0
124	26	60000009	70000009	80000003	0	0
119	30	60000009	70000009	80000003	0	0
108	33	60000009	70000009	80000003	0	0
115	36	60000009	70000009	80000003	0	0
125	34	60000009	70000009	80000003	0	0
99	45	60000009	70000009	80000003	0	0
106	41	60000009	70000009	80000003	0	0
84	20	60000010	70000010	80000003	0	0
81	27	60000010	70000010	80000003	0	0
77	20	60000010	70000010	80000003	0	0
83	34	60000010	70000010	80000003	0	0
75	61	60000010	70000010	80000003	0	0
78	54	60000010	70000010	80000003	0	0
74	53	60000010	70000010	80000003	0	0
80	50	60000010	70000010	80000003	0	0
77	46	60000010	70000010	80000003	0	0
82	40	60000010	70000010	80000003	0	0
63	58	60000010	70000010	80000003	0	0
65	51	60000010	70000010	80000003	0	0
58	52	60000010	70000010	80000003	0	0
45	28	60000010	70000010	80000003	0	0
50	23	60000010	70000010	80000003	0	0
48	35	60000010	70000010	80000003	0	0
52	29	60000010	70000010	80000003	0	0
53	37	60000010	70000010	80000003	0	0
55	44	60000010	70000010	80000003	0	0
60	39	60000010	70000010	80000003	0	0
65	45	60000010	70000010	80000003	0	0
70	47	60000010	70000010	80000003	0	0
68	39	60000010	70000010	80000003	0	0
59	34	60000010	70000010	80000003	0	0
65	31	60000010	70000010	80000003	0	0
62	25	60000010	70000010	80000003	0	0
57	23	60000010	70000010	80000003	0	0
61	19	60000010	70000010	80000003	0	0
68	20	60000010	70000010	80000003	0	0
70	28	60000010	70000010	80000003	0	0
75	25	60000010	70000010	80000003	0	0
77	32	60000010	70000010	80000003	0	0
72	35	60000010	70000010	80000003	0	0
76	39	60000010	70000010	80000003	0	0
130	39	60000011	70000011	80000003	0	0
121	40	60000011	70000011	80000003	0	0
115	44	60000011	70000011	80000003	0	0
126	44	60000011	70000011	80000003	0	0
132	44	60000011	70000011	80000003	0	0
121	48	60000011	70000011	80000003	0	0
115	51	60000011	70000011	80000003	0	0
137	52	60000011	70000011	80000003	0	0
128	51	60000011	70000011	80000003	0	0
122	55	60000011	70000011	80000003	0	0
128	58	60000011	70000011	80000003	0	0
134	59	60000011	70000011	80000003	0	0
136	64	60000011	70000011	80000003	0	0
97	50	60000011	70000011	80000003	0	0
102	51	60000011	70000011	80000003	0	0
108	47	60000011	70000011	80000003	0	0
99	56	60000011	70000011	80000003	0	0
104	59	60000011	70000011	80000003	0	0
107	55	60000011	70000011	80000003	0	0
114	57	60000011	70000011	80000003	0	0
121	60	60000011	70000011	80000003	0	0
