X坐标	Y坐标	怪物数据编号	怪物掉落编号	怪物行为编号	分组编号	是否队长
x	y	monsterID	plunderID	behaviorID	groupID	isLeader
18	15	60000018	70000018	80000003	0	0
16	21	60000018	70000018	80000003	0	0
14	26	60000018	70000018	80000003	0	0
18	29	60000018	70000018	80000003	0	0
21	22	60000018	70000018	80000003	0	0
24	19	60000018	70000018	80000003	0	0
26	24	60000018	70000018	80000003	0	0
23	29	60000018	70000018	80000003	0	0
22	36	60000018	70000018	80000003	0	0
27	31	60000018	70000018	80000003	0	0
26	38	60000018	70000018	80000003	0	0
30	42	60000018	70000018	80000003	0	0
32	37	60000018	70000018	80000003	0	0
33	30	60000018	70000018	80000003	0	0
31	25	60000018	70000018	80000003	0	0
29	18	60000018	70000018	80000003	0	0
34	19	60000018	70000018	80000003	0	0
36	25	60000018	70000018	80000003	0	0
37	33	60000018	70000018	80000003	0	0
39	20	60000019	70000019	80000003	0	0
44	19	60000019	70000019	80000003	0	0
42	24	60000019	70000019	80000003	0	0
40	29	60000019	70000019	80000003	0	0
42	35	60000019	70000019	80000003	0	0
45	31	60000019	70000019	80000003	0	0
47	25	60000019	70000019	80000003	0	0
49	18	60000019	70000019	80000003	0	0
55	19	60000019	70000019	80000003	0	0
46	40	60000019	70000019	80000003	0	0
52	42	60000019	70000019	80000003	0	0
51	35	60000019	70000019	80000003	0	0
51	29	60000019	70000019	80000003	0	0
55	38	60000019	70000019	80000003	0	0
59	43	60000019	70000019	80000003	0	0
62	38	60000019	70000019	80000003	0	0
56	30	60000019	70000019	80000003	0	0
59	25	60000019	70000019	80000003	0	0
61	19	60000019	70000019	80000003	0	0
65	24	60000019	70000019	80000003	0	0
69	19	60000019	70000019	80000003	0	0
72	23	60000019	70000019	80000003	0	0
70	27	60000019	70000019	80000003	0	0
67	31	60000019	70000019	80000003	0	0
76	27	60000019	70000019	80000003	0	0
73	30	60000019	70000019	80000003	0	0
65	42	60000019	70000019	80000003	0	0
66	36	60000019	70000019	80000003	0	0
71	36	60000019	70000019	80000003	0	0
71	42	60000019	70000019	80000003	0	0
75	34	60000019	70000019	80000003	0	0
