X坐标	Y坐标	怪物数据编号	怪物掉落编号	怪物行为编号	分组编号	是否队长
x	y	monsterID	plunderID	behaviorID	groupID	isLeader
52	18	60000034	70000034	80000005	0	0
23	44	60000034	70000034	80000005	0	0
27	42	60000034	70000034	80000013	0	0
23	37	60000034	70000034	80000005	0	0
24	31	60000034	70000034	80000005	0	0
28	36	60000034	70000034	80000013	0	0
31	40	60000034	70000034	80000005	0	0
28	45	60000034	70000034	80000005	0	0
36	44	60000034	70000034	80000013	0	0
36	37	60000034	70000034	80000005	0	0
32	32	60000034	70000034	80000005	0	0
28	27	60000034	70000034	80000013	0	0
40	46	60000034	70000034	80000005	0	0
40	40	60000034	70000034	80000005	0	0
44	44	60000034	70000034	80000013	0	0
45	38	60000034	70000034	80000005	0	0
40	33	60000034	70000034	80000005	0	0
45	30	60000034	70000034	80000013	0	0
34	24	60000034	70000034	80000005	0	0
37	19	60000034	70000034	80000005	0	0
36	30	60000034	70000034	80000013	0	0
38	26	60000034	70000034	80000005	0	0
42	24	60000034	70000034	80000005	0	0
46	18	60000034	70000034	80000013	0	0
48	25	60000034	70000034	80000005	0	0
53	24	60000034	70000034	80000005	0	0
59	20	60000034	70000034	80000013	0	0
134	171	60000042	70000042	80000005	0	0
133	166	60000042	70000042	80000005	0	0
61	25	60000034	70000034	80000013	0	0
57	30	60000034	70000034	80000005	0	0
51	33	60000034	70000034	80000005	0	0
129	170	60000042	70000042	80000013	0	0
61	32	60000034	70000034	80000005	0	0
49	40	60000034	70000034	80000005	0	0
55	37	60000034	70000034	80000013	0	0
60	40	60000034	70000034	80000005	0	0
124	168	60000042	70000042	80000005	0	0
128	163	60000042	70000042	80000013	0	0
53	45	60000034	70000034	80000005	0	0
20	46	60000035	70000035	80000005	0	0
17	52	60000035	70000035	80000013	0	0
22	51	60000035	70000035	80000005	0	0
26	48	60000035	70000035	80000005	0	0
27	53	60000035	70000035	80000013	0	0
19	57	60000035	70000035	80000005	0	0
14	58	60000035	70000035	80000005	0	0
24	57	60000035	70000035	80000013	0	0
17	63	60000035	70000035	80000005	0	0
14	68	60000035	70000035	80000005	0	0
18	69	60000035	70000035	80000013	0	0
22	62	60000035	70000035	80000005	0	0
22	67	60000035	70000035	80000005	0	0
26	62	60000035	70000035	80000013	0	0
29	57	60000035	70000035	80000005	0	0
33	52	60000035	70000035	80000005	0	0
37	50	60000035	70000035	80000013	0	0
34	58	60000035	70000035	80000005	0	0
38	55	60000035	70000035	80000005	0	0
31	62	60000035	70000035	80000013	0	0
29	66	60000035	70000035	80000005	0	0
44	49	60000035	70000035	80000005	0	0
42	54	60000035	70000035	80000013	0	0
47	54	60000035	70000035	80000005	0	0
46	60	60000035	70000035	80000005	0	0
40	60	60000035	70000035	80000013	0	0
44	64	60000035	70000035	80000005	0	0
36	63	60000035	70000035	80000005	0	0
40	67	60000035	70000035	80000013	0	0
45	68	60000035	70000035	80000005	0	0
34	68	60000035	70000035	80000005	0	0
14	75	60000035	70000035	80000013	0	0
19	75	60000035	70000035	80000005	0	0
23	73	60000035	70000035	80000005	0	0
27	71	60000035	70000035	80000013	0	0
31	72	60000035	70000035	80000005	0	0
17	80	60000035	70000035	80000005	0	0
14	83	60000035	70000035	80000013	0	0
20	82	60000035	70000035	80000005	0	0
23	79	60000035	70000035	80000005	0	0
27	77	60000035	70000035	80000013	0	0
27	82	60000035	70000035	80000005	0	0
32	80	60000035	70000035	80000005	0	0
34	76	60000035	70000035	80000013	0	0
38	72	60000035	70000035	80000005	0	0
44	73	60000035	70000035	80000005	0	0
46	77	60000035	70000035	80000013	0	0
41	76	60000035	70000035	80000005	0	0
38	80	60000035	70000035	80000005	0	0
51	50	60000036	70000036	80000013	0	0
57	46	60000036	70000036	80000005	0	0
61	50	60000036	70000036	80000005	0	0
56	53	60000036	70000036	80000013	0	0
137	163	60000042	70000042	80000005	0	0
60	56	60000036	70000036	80000005	0	0
52	56	60000036	70000036	80000013	0	0
50	62	60000036	70000036	80000005	0	0
55	60	60000036	70000036	80000005	0	0
59	62	60000036	70000036	80000013	0	0
64	59	60000036	70000036	80000005	0	0
133	159	60000042	70000042	80000005	0	0
62	65	60000036	70000036	80000013	0	0
53	64	60000036	70000036	80000005	0	0
50	67	60000036	70000036	80000005	0	0
55	68	60000036	70000036	80000013	0	0
59	70	60000036	70000036	80000005	0	0
129	156	60000042	70000042	80000005	0	0
124	158	60000042	70000042	80000013	0	0
62	74	60000036	70000036	80000005	0	0
51	72	60000036	70000036	80000005	0	0
51	78	60000036	70000036	80000013	0	0
55	75	60000036	70000036	80000005	0	0
59	78	60000036	70000036	80000005	0	0
54	82	60000036	70000036	80000013	0	0
50	84	60000036	70000036	80000005	0	0
63	79	60000036	70000036	80000005	0	0
123	162	60000042	70000042	80000013	0	0
59	84	60000036	70000036	80000005	0	0
63	87	60000036	70000036	80000005	0	0
54	88	60000036	70000036	80000013	0	0
49	91	60000036	70000036	80000005	0	0
54	95	60000036	70000036	80000005	0	0
58	91	60000036	70000036	80000013	0	0
119	166	60000042	70000042	80000005	0	0
62	94	60000036	70000036	80000005	0	0
51	97	60000036	70000036	80000013	0	0
54	102	60000036	70000036	80000005	0	0
58	98	60000036	70000036	80000005	0	0
123	152	60000042	70000042	80000013	0	0
62	99	60000036	70000036	80000005	0	0
60	104	60000036	70000036	80000005	0	0
65	105	60000036	70000036	80000013	0	0
56	107	60000036	70000036	80000005	0	0
51	105	60000036	70000036	80000005	0	0
52	111	60000036	70000036	80000013	0	0
56	113	60000036	70000036	80000005	0	0
59	111	60000036	70000036	80000005	0	0
63	108	60000036	70000036	80000013	0	0
66	111	60000036	70000036	80000005	0	0
51	117	60000036	70000036	80000005	0	0
54	119	60000036	70000036	80000013	0	0
53	123	60000036	70000036	80000005	0	0
