X坐标	Y坐标	怪物数据编号	怪物掉落编号	怪物行为编号	分组编号	是否队长
x	y	monsterID	plunderID	behaviorID	groupID	isLeader
43	144	63010114	73010114	80000005	0	0
43	153	63010114	73010114	80000005	0	0
36	158	63010114	73010114	80000005	0	0
44	163	63010114	73010114	80000005	0	0
49	157	63010114	73010114	80000005	0	0
55	153	63010114	73010114	80000005	0	0
57	164	63010114	73010114	80000005	0	0
64	162	63010114	73010114	80000005	0	0
63	151	63010114	73010114	80000005	0	0
64	144	63010114	73010114	80000005	0	0
70	155	63010114	73010114	80000005	0	0
73	140	63010114	73010114	80000005	0	0
78	149	63010114	73010114	80000005	0	0
79	160	63010114	73010114	80000005	0	0
86	155	63010114	73010114	80000005	0	0
88	144	63010114	73010114	80000005	0	0
89	166	63010114	73010114	80000005	0	0
95	154	63010114	73010114	80000005	0	0
99	164	63010114	73010114	80000005	0	0
108	166	63010114	73010114	80000005	0	0
98	141	63010114	73010114	80000005	0	0
103	148	63010114	73010114	80000005	0	0
106	157	63010114	73010114	80000005	0	0
114	160	63010114	73010114	80000005	0	0
112	150	63010114	73010114	80000005	0	0
119	145	63010114	73010114	80000005	0	0
107	139	63010114	73010114	80000005	0	0
105	130	63010114	73010114	80000005	0	0
115	139	63010114	73010114	80000005	0	0
120	132	63010114	73010114	80000005	0	0
114	130	63010114	73010114	80000005	0	0
120	123	63010114	73010114	80000005	0	0
109	122	63010114	73010114	80000005	0	0
99	122	63010114	73010114	80000005	0	0
115	118	63010114	73010114	80000005	0	0
123	110	63010114	73010114	80000005	0	0
106	112	63010114	73010114	80000005	0	0
112	103	63010114	73010114	80000005	0	0
103	102	63010114	73010114	80000005	0	0
90	118	63010114	73010114	80000005	0	0
96	109	63010114	73010114	80000005	0	0
90	100	63010114	73010114	80000005	0	0
96	94	63010114	73010114	80000005	0	0
104	91	63010114	73010114	80000005	0	0
97	83	63010114	73010114	80000005	0	0
87	90	63010114	73010114	80000005	0	0
105	80	63010114	73010114	80000005	0	0
112	84	63010114	73010114	80000005	0	0
108	70	63010114	73010114	80000005	0	0
113	76	63010114	73010114	80000005	0	0
119	70	63010114	73010114	80000005	0	0
112	64	63010114	73010114	80000005	0	0
104	61	63010114	73010114	80000005	0	0
117	57	63010114	73010114	80000005	0	0
108	52	63010114	73010114	80000005	0	0
99	51	63010114	73010114	80000005	0	0
100	44	63010114	73010114	80000005	0	0
91	48	63010114	73010114	80000005	0	0
93	39	63010114	73010114	80000005	0	0
96	29	63010114	73010114	80000005	0	0
90	21	63010114	73010114	80000005	0	0
86	27	63010114	73010114	80000005	0	0
81	18	63010114	73010114	80000005	0	0
72	18	63010114	73010114	80000005	0	0
77	26	63010114	73010114	80000005	0	0
67	24	63010114	73010114	80000005	0	0
81	37	63010114	73010114	80000005	0	0
70	36	63010114	73010114	80000005	0	0
82	45	63010114	73010114	80000005	0	0
75	50	63010114	73010114	80000005	0	0
73	41	63010114	73010114	80000005	0	0
67	49	63010114	73010114	80000005	0	0
61	54	63010114	73010114	80000005	0	0
62	40	63010114	73010114	80000005	0	0
59	30	63010114	73010114	80000005	0	0
54	21	63010114	73010114	80000005	0	0
45	24	63010114	73010114	80000005	0	0
35	25	63010114	73010114	80000005	0	0
26	29	63010114	73010114	80000005	0	0
35	34	63010114	73010114	80000005	0	0
44	32	63010114	73010114	80000005	0	0
53	36	63010114	73010114	80000005	0	0
26	39	63010114	73010114	80000005	0	0
19	43	63010114	73010114	80000005	0	0
20	52	63010114	73010114	80000005	0	0
28	48	63010114	73010114	80000005	0	0
34	44	63010114	73010114	80000005	0	0
26	58	63010114	73010114	80000005	0	0
34	54	63010114	73010114	80000005	0	0
43	42	63010114	73010114	80000005	0	0
53	46	63010114	73010114	80000005	0	0
42	54	63010114	73010114	80000005	0	0
52	58	63010114	73010114	80000005	0	0
34	64	63010114	73010114	80000005	0	0
43	64	63010114	73010114	80000005	0	0
29	74	63010114	73010114	80000005	0	0
37	75	63010114	73010114	80000005	0	0
35	84	63010114	73010114	80000005	0	0
24	85	63010114	73010114	80000005	0	0
32	92	63010114	73010114	80000005	0	0
15	90	63010114	73010114	80000005	0	0
22	94	63010114	73010114	80000005	0	0
31	102	63010114	73010114	80000005	0	0
14	99	63010114	73010114	80000005	0	0
24	104	63010114	73010114	80000005	0	0
19	112	63010114	73010114	80000005	0	0
31	114	63010114	73010114	80000005	0	0
44	85	63010114	73010114	80000005	0	0
48	76	63010114	73010114	80000005	0	0
53	68	63010114	73010114	80000005	0	0
64	66	63010114	73010114	80000005	0	0
60	74	63010114	73010114	80000005	0	0
54	81	63010114	73010114	80000005	0	0
51	93	63010114	73010114	80000005	0	0
59	95	63010114	73010114	80000005	0	0
67	100	63010114	73010114	80000005	0	0
62	85	63010114	73010114	80000005	0	0
69	92	63010114	73010114	80000005	0	0
66	79	63010114	73010114	80000005	0	0
71	71	63010114	73010114	80000005	0	0
77	64	63010114	73010114	80000005	0	0
