X坐标	Y坐标	怪物数据编号	怪物掉落编号	怪物行为编号	分组编号	是否队长
x	y	monsterID	plunderID	behaviorID	groupID	isLeader
21	111	60000022	70000022	80000005	0	0
19	117	60000022	70000022	80000005	0	0
24	114	60000022	70000022	80000013	0	0
28	110	60000022	70000022	80000005	0	0
32	113	60000022	70000022	80000005	0	0
34	110	60000022	70000022	80000013	0	0
38	112	60000022	70000022	80000005	0	0
22	119	60000022	70000022	80000005	0	0
17	121	60000022	70000022	80000013	0	0
13	125	60000022	70000022	80000005	0	0
17	126	60000022	70000022	80000005	0	0
21	124	60000022	70000022	80000013	0	0
27	118	60000022	70000022	80000005	0	0
32	118	60000022	70000022	80000005	0	0
36	116	60000022	70000022	80000013	0	0
26	123	60000022	70000022	80000005	0	0
15	129	60000022	70000022	80000005	0	0
20	130	60000022	70000022	80000013	0	0
17	135	60000022	70000022	80000005	0	0
22	136	60000022	70000022	80000005	0	0
25	128	60000022	70000022	80000013	0	0
28	132	60000022	70000022	80000005	0	0
32	126	60000022	70000022	80000005	0	0
15	142	60000022	70000022	80000013	0	0
20	140	60000022	70000022	80000005	0	0
22	143	60000022	70000022	80000005	0	0
26	140	60000022	70000022	80000013	0	0
33	134	60000022	70000022	80000005	0	0
32	142	60000022	70000022	80000005	0	0
26	145	60000022	70000022	80000013	0	0
20	153	60000022	70000022	80000005	0	0
26	152	60000022	70000022	80000005	0	0
35	155	60000022	70000022	80000013	0	0
31	161	60000022	70000022	80000005	0	0
22	161	60000022	70000022	80000005	0	0
25	165	60000022	70000022	80000013	0	0
34	169	60000022	70000022	80000005	0	0
28	170	60000022	70000022	80000005	0	0
24	175	60000022	70000022	80000013	0	0
28	179	60000022	70000022	80000005	0	0
34	179	60000022	70000022	80000005	0	0
31	175	60000022	70000022	80000013	0	0
36	145	60000022	70000022	80000005	0	0
35	138	60000022	70000022	80000005	0	0
38	134	60000022	70000022	80000013	0	0
41	176	60000023	70000023	80000005	0	0
45	174	60000023	70000023	80000005	0	0
43	170	60000023	70000023	80000013	0	0
40	166	60000023	70000023	80000005	0	0
46	163	60000023	70000023	80000014	0	0
43	160	60000023	70000023	80000013	0	0
39	157	60000023	70000023	80000005	0	0
42	152	60000023	70000023	80000005	0	0
46	156	60000023	70000023	80000013	0	0
47	149	60000023	70000023	80000005	0	0
39	147	60000023	70000023	80000014	0	0
51	146	60000023	70000023	80000013	0	0
45	144	60000023	70000023	80000005	0	0
41	141	60000023	70000023	80000005	0	0
46	138	60000023	70000023	80000013	0	0
42	135	60000023	70000023	80000005	0	0
51	140	60000023	70000023	80000014	0	0
38	127	60000023	70000023	80000013	0	0
44	127	60000023	70000023	80000005	0	0
41	120	60000023	70000023	80000005	0	0
42	115	60000023	70000023	80000013	0	0
44	110	60000023	70000023	80000005	0	0
47	114	60000023	70000023	80000014	0	0
48	108	60000023	70000023	80000013	0	0
52	109	60000023	70000023	80000005	0	0
51	114	60000023	70000023	80000005	0	0
46	119	60000023	70000023	80000013	0	0
49	124	60000023	70000023	80000005	0	0
53	120	60000023	70000023	80000014	0	0
47	130	60000023	70000023	80000013	0	0
51	134	60000023	70000023	80000005	0	0
