X坐标	Y坐标	怪物数据编号	怪物掉落编号	怪物行为编号	分组编号	是否队长
x	y	monsterID	plunderID	behaviorID	groupID	isLeader
15	21	60000064	70000064	80000006	0	0
19	22	60000064	70000064	80000006	0	0
15	25	60000064	70000064	80000013	0	0
19	28	60000064	70000064	80000006	0	0
21	32	60000064	70000064	80000014	0	0
24	37	60000064	70000064	80000013	0	0
25	43	60000064	70000064	80000006	0	0
25	48	60000064	70000064	80000006	0	0
28	50	60000064	70000064	80000013	0	0
24	52	60000064	70000064	80000006	0	0
21	55	60000064	70000064	80000014	0	0
15	56	60000064	70000064	80000013	0	0
18	58	60000064	70000064	80000006	0	0
31	53	60000064	70000064	80000006	0	0
36	52	60000065	70000065	80000013	0	0
40	49	60000065	70000065	80000006	0	0
45	41	60000065	70000065	80000006	0	0
53	18	60000065	70000065	80000013	0	0
48	17	60000065	70000065	80000006	0	0
45	19	60000065	70000065	80000006	0	0
40	18	60000065	70000065	80000013	0	0
36	21	60000065	70000065	80000006	0	0
35	28	60000065	70000065	80000006	0	0
39	32	60000065	70000065	80000013	0	0
57	38	60000065	70000065	80000006	0	0
53	37	60000065	70000065	80000006	0	0
48	37	60000065	70000065	80000013	0	0
44	36	60000065	70000065	80000006	0	0
45	49	60000065	70000065	80000006	0	0
34	57	60000066	70000066	80000013	0	0
36	63	60000066	70000066	80000006	0	0
37	68	60000066	70000066	80000006	0	0
35	72	60000066	70000066	80000013	0	0
33	78	60000066	70000066	80000006	0	0
30	83	60000066	70000066	80000006	0	0
24	85	60000066	70000066	80000013	0	0
26	90	60000066	70000066	80000006	0	0
20	88	60000066	70000066	80000006	0	0
24	95	60000066	70000066	80000013	0	0
20	95	60000066	70000066	80000006	0	0
15	96	60000066	70000066	80000006	0	0
20	101	60000066	70000066	80000013	0	0
49	52	60000067	70000067	80000006	0	0
52	56	60000067	70000067	80000006	0	0
56	60	60000067	70000067	80000013	0	0
64	57	60000067	70000067	80000006	0	0
57	67	60000067	70000067	80000006	0	0
62	69	60000067	70000067	80000013	0	0
39	99	60000067	70000067	80000006	0	0
44	99	60000067	70000067	80000006	0	0
42	94	60000067	70000067	80000013	0	0
48	91	60000067	70000067	80000006	0	0
52	85	60000067	70000067	80000006	0	0
51	78	60000067	70000067	80000013	0	0
54	72	60000067	70000067	80000006	0	0
76	67	60000067	70000067	80000006	0	0
68	78	60000067	70000067	80000013	0	0
69	69	60000067	70000067	80000006	0	0
75	20	60000068	70000068	80000006	0	0
73	24	60000068	70000068	80000013	0	0
76	23	60000068	70000068	80000006	0	0
75	41	60000068	70000068	80000006	0	0
71	43	60000068	70000068	80000013	0	0
73	46	60000068	70000068	80000006	0	0
76	44	60000068	70000068	80000006	0	0
68	101	60000068	70000068	80000013	0	0
68	91	60000068	70000068	80000006	0	0
71	92	60000068	70000068	80000006	0	0
73	95	60000068	70000068	80000013	0	0
75	101	60000068	70000068	80000006	0	0
70	97	60000068	70000068	80000006	0	0
72	98	61000005	71000005	80000012	0	0
45	93	60000067	70000067	80000013	0	0
42	96	60000067	70000067	80000013	0	0
41	101	60000067	70000067	80000013	0	0
50	88	60000067	70000067	80000013	0	0
46	95	60000067	70000067	80000013	0	0
53	81	60000067	70000067	80000013	0	0
54	75	60000067	70000067	80000013	0	0
